policy,quote_count,mean_lifetime_sec,median_lifetime_sec,quote_fade_end_count,tfi_fade_end_count,cancel_aggressive_end_count,order_cancel_quote_count,quote_fade_suppressed_count
threshold_5bps,961,0.8386522679433336,0.5125398635864258,829,0,0,130,261
