start_ts,end_ts,duration_sec,rows,order_new_quote,quote_cycles,cycle_side_counts,single_side_cycles,two_side_cycles,risk_counts,one_sided_quote_suppressed,suppressed_leg,quote_lifetime_count,mean_lifetime_sec,median_lifetime_sec,cancel_aggressive_end,quote_fade_end,tfi_fade_end,one_sided_suppressed_end
1777023949.2383971,1777024562.1205263,612.8821291923523,4721,20,20,{1: 20},20,0,"{'cancel_aggressive': 1794, 'quote_fade': 521, 'tfi_fade': 20, 'one_sided_quote_suppressed': 20}",20,"{'bid': 2, 'ask': 18}",20,0.25464333295822145,0.25385427474975586,6,1,13,0
