policy,quote_count,mean_lifetime_sec,median_lifetime_sec,tfi_fade_end_count,quote_fade_end_count,cancel_aggressive_end_count,order_cancel_quote_count,tfi_fade_suppressed_count
threshold_0p8,1055,0.3420777644026336,0.2545902729034424,542,460,0,53,167
