ts,reason,cancel_aggressive_policy,policy_enabled,trade_side,trade_px,mid_at_trigger,bid_px,ask_px,spread_bps,tfi,last_quote_fade_age_ms,ret_1s_bps,ret_3s_bps,ret_5s_bps,directional_ret_1s_bps,directional_ret_3s_bps,directional_ret_5s_bps,suppression_result_1s,suppression_result_3s,suppression_result_5s
1777012609.1570606,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,sell,2308.79,2308.795,2308.79,2308.8,0.04331263711251228,-0.43243243243243246,1293.6508655548096,0.0,0.0,0.0,-0.0,-0.0,-0.0,neutral,neutral,neutral
1777012609.4089553,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,sell,2308.79,2308.795,2308.79,2308.8,0.04331263711251228,-0.43243243243243246,1545.5455780029297,0.0,0.0,0.0,-0.0,-0.0,-0.0,neutral,neutral,neutral
1777012609.6569083,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,sell,2308.79,2308.795,2308.79,2308.8,0.04331263711251228,-0.43243243243243246,1793.4985160827637,0.0,0.0,0.0,-0.0,-0.0,-0.0,neutral,neutral,neutral
1777012609.908304,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,sell,2308.79,2308.795,2308.79,2308.8,0.04331263711251228,-0.43243243243243246,2044.8942184448242,0.0,0.0,0.0,-0.0,-0.0,-0.0,neutral,neutral,neutral
1777012611.6882634,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,sell,2308.79,2308.795,2308.79,2308.8,0.04331263711251228,-0.5508021390374332,1040.3838157653809,0.0,0.0,0.0,-0.0,-0.0,-0.0,neutral,neutral,neutral
1777014944.8345618,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,sell,2312.36,2312.2650000000003,2312.26,2312.27,0.04324763813733949,-0.5618115055079561,,0.25948582882797033,0.25948582882797033,0.25948582882797033,-0.25948582882797033,-0.25948582882797033,-0.25948582882797033,safe_suppression,safe_suppression,safe_suppression
1777014945.0981884,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,sell,2312.36,2312.2650000000003,2312.26,2312.27,0.04324763813733949,-0.5618115055079561,,0.25948582882797033,0.25948582882797033,0.25948582882797033,-0.25948582882797033,-0.25948582882797033,-0.25948582882797033,safe_suppression,safe_suppression,safe_suppression
1777014945.351808,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,buy,2312.27,2312.325,2312.32,2312.33,0.04324651595153593,-0.5608961303462324,,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral
1777014945.6058037,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,buy,2312.27,2312.325,2312.32,2312.33,0.04324651595153593,-0.5608961303462324,,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral
1777014948.379321,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,sell,2312.32,2312.325,2312.32,2312.33,0.04324651595153593,-0.559804719283971,1273.9834785461426,0.0,0.0,1.7298606381027364,-0.0,-0.0,-1.7298606381027364,neutral,neutral,safe_suppression
1777014948.6060922,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,sell,2312.32,2312.325,2312.32,2312.33,0.04324651595153593,-0.559804719283971,1500.7545948028564,0.0,0.38921864357365654,1.7298606381027364,-0.0,-0.38921864357365654,-1.7298606381027364,neutral,safe_suppression,safe_suppression
1777014956.858108,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,buy,2312.79,2312.8450000000003,2312.84,2312.85,0.04323679278016266,-0.065036674816626,1483.9961528778076,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral
1777014957.1063213,cancel_aggressive_suppressed,overlap_or_strong_tfi,False,buy,2312.79,2312.8450000000003,2312.84,2312.85,0.04323679278016266,-0.065036674816626,1732.2094440460205,0.0,0.0,0.0,0.0,0.0,0.0,neutral,neutral,neutral
