policy,enabled,ts,reason,trade_side,overlap_group,overlap_reasons,tfi,mid_at_trigger,trade_px,ret_1s_bps,ret_3s_bps,ret_5s_bps,directional_ret_1s_bps,directional_ret_3s_bps,directional_ret_5s_bps
A_current,true,1777009952.700197,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,false,1777009952.700197,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009952.700197,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
A_current,true,1777009952.965215,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,true,1777009952.965215,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009952.965215,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
A_current,true,1777009953.2365887,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,true,1777009953.2365887,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009953.2365887,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
A_current,true,1777009953.4968822,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,true,1777009953.4968822,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009953.4968822,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
A_current,true,1777009954.0398252,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,true,1777009954.0398252,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009954.0398252,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
A_current,true,1777009954.3003578,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,true,1777009954.3003578,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009954.3003578,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.0,0.043223523969663696,0.043223523969663696,0.0,0.043223523969663696,0.043223523969663696
A_current,true,1777009954.5542235,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,true,1777009954.5542235,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009954.5542235,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
A_current,true,1777009954.7988255,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,true,1777009954.7988255,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009954.7988255,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
A_current,true,1777009955.0514693,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,true,1777009955.0514693,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009955.0514693,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.994949494949495,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
A_current,true,1777009955.5473294,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8811881188118811,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
B_overlap_quote_fade_only,true,1777009955.5473294,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8811881188118811,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
C_overlap_or_strong_tfi,true,1777009955.5473294,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8811881188118811,2313.5550000000003,2313.56,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696,0.043223523969663696
A_current,true,1777009955.7995598,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9508196721311475,2313.565,2313.56,0.0,0.0,0.0,0.0,0.0,0.0
B_overlap_quote_fade_only,true,1777009955.7995598,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9508196721311475,2313.565,2313.56,0.0,0.0,0.0,0.0,0.0,0.0
C_overlap_or_strong_tfi,true,1777009955.7995598,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9508196721311475,2313.565,2313.56,0.0,0.0,0.0,0.0,0.0,0.0
A_current,true,1777009956.0620203,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9508196721311475,2313.565,2313.56,0.0,0.0,0.0,0.0,0.0,0.0
B_overlap_quote_fade_only,true,1777009956.0620203,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9508196721311475,2313.565,2313.56,0.0,0.0,0.0,0.0,0.0,0.0
C_overlap_or_strong_tfi,true,1777009956.0620203,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9508196721311475,2313.565,2313.56,0.0,0.0,0.0,0.0,0.0,0.0
A_current,true,1777009956.325298,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9349593495934959,2313.565,2313.56,0.0,0.0,0.0,-0.0,-0.0,-0.0
B_overlap_quote_fade_only,true,1777009956.325298,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9349593495934959,2313.565,2313.56,0.0,0.0,0.0,-0.0,-0.0,-0.0
C_overlap_or_strong_tfi,true,1777009956.325298,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9349593495934959,2313.565,2313.56,0.0,0.0,0.0,-0.0,-0.0,-0.0
A_current,true,1777009956.5892034,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9349593495934959,2313.565,2313.56,0.0,0.0,0.0,-0.0,-0.0,-0.0
B_overlap_quote_fade_only,true,1777009956.5892034,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9349593495934959,2313.565,2313.56,0.0,0.0,0.0,-0.0,-0.0,-0.0
C_overlap_or_strong_tfi,true,1777009956.5892034,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9349593495934959,2313.565,2313.56,0.0,0.0,0.0,-0.0,-0.0,-0.0
A_current,true,1777009956.837219,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9329140461215932,2313.565,2313.57,0.0,0.0,0.0,0.0,0.0,0.0
B_overlap_quote_fade_only,true,1777009956.837219,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9329140461215932,2313.565,2313.57,0.0,0.0,0.0,0.0,0.0,0.0
C_overlap_or_strong_tfi,true,1777009956.837219,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9329140461215932,2313.565,2313.57,0.0,0.0,0.0,0.0,0.0,0.0
A_current,true,1777009957.0856216,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9329140461215932,2313.565,2313.57,0.0,0.0,0.0,0.0,0.0,0.0
B_overlap_quote_fade_only,true,1777009957.0856216,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9329140461215932,2313.565,2313.57,0.0,0.0,0.0,0.0,0.0,0.0
C_overlap_or_strong_tfi,true,1777009957.0856216,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9329140461215932,2313.565,2313.57,0.0,0.0,0.0,0.0,0.0,0.0
A_current,true,1777009957.5802975,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9731843575418996,2313.565,2313.57,0.0,0.0,0.0,0.0,0.0,0.0
B_overlap_quote_fade_only,true,1777009957.5802975,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9731843575418996,2313.565,2313.57,0.0,0.0,0.0,0.0,0.0,0.0
C_overlap_or_strong_tfi,true,1777009957.5802975,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.9731843575418996,2313.565,2313.57,0.0,0.0,0.0,0.0,0.0,0.0
A_current,true,1777009958.097139,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,0.0,-0.0,-0.0,-0.0
B_overlap_quote_fade_only,true,1777009958.097139,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,0.0,-0.0,-0.0,-0.0
C_overlap_or_strong_tfi,true,1777009958.097139,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,0.0,-0.0,-0.0,-0.0
A_current,true,1777009958.3574524,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.3399234514696818,-0.0,-0.0,1.3399234514696818
B_overlap_quote_fade_only,true,1777009958.3574524,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.3399234514696818,-0.0,-0.0,1.3399234514696818
C_overlap_or_strong_tfi,true,1777009958.3574524,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.3399234514696818,-0.0,-0.0,1.3399234514696818
A_current,true,1777009958.620249,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
B_overlap_quote_fade_only,true,1777009958.620249,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
C_overlap_or_strong_tfi,true,1777009958.620249,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
A_current,true,1777009958.884443,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
B_overlap_quote_fade_only,true,1777009958.884443,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
C_overlap_or_strong_tfi,true,1777009958.884443,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
A_current,true,1777009959.1333406,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
B_overlap_quote_fade_only,true,1777009959.1333406,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
C_overlap_or_strong_tfi,true,1777009959.1333406,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.3094867807153964,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
A_current,true,1777009959.3816895,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.30542635658914713,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
B_overlap_quote_fade_only,true,1777009959.3816895,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.30542635658914713,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
C_overlap_or_strong_tfi,true,1777009959.3816895,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.30542635658914713,2313.565,2313.56,0.0,0.0,-1.815380160056332,-0.0,-0.0,1.815380160056332
A_current,true,1777009960.1113815,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,0.0,0.1296700114334375,0.0,0.0,0.1296700114334375
B_overlap_quote_fade_only,true,1777009960.1113815,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,0.0,0.1296700114334375,0.0,0.0,0.1296700114334375
C_overlap_or_strong_tfi,true,1777009960.1113815,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,0.0,0.1296700114334375,0.0,0.0,0.1296700114334375
A_current,true,1777009960.377483,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.3399234514696818,0.1296700114334375,0.0,-1.3399234514696818,0.1296700114334375
B_overlap_quote_fade_only,true,1777009960.377483,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.3399234514696818,0.1296700114334375,0.0,-1.3399234514696818,0.1296700114334375
C_overlap_or_strong_tfi,true,1777009960.377483,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.3399234514696818,0.1296700114334375,0.0,-1.3399234514696818,0.1296700114334375
A_current,true,1777009960.6425078,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
B_overlap_quote_fade_only,true,1777009960.6425078,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
C_overlap_or_strong_tfi,true,1777009960.6425078,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
A_current,true,1777009960.9006486,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
B_overlap_quote_fade_only,false,1777009960.9006486,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
C_overlap_or_strong_tfi,false,1777009960.9006486,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
A_current,true,1777009961.1547728,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
B_overlap_quote_fade_only,true,1777009961.1547728,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
C_overlap_or_strong_tfi,true,1777009961.1547728,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
A_current,true,1777009961.4247031,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
B_overlap_quote_fade_only,true,1777009961.4247031,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
C_overlap_or_strong_tfi,true,1777009961.4247031,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,0.1296700114334375,0.0,-1.815380160056332,0.1296700114334375
A_current,true,1777009961.6961992,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,-0.3457866971551782,0.0,-1.815380160056332,-0.3457866971551782
B_overlap_quote_fade_only,true,1777009961.6961992,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,-0.3457866971551782,0.0,-1.815380160056332,-0.3457866971551782
C_overlap_or_strong_tfi,true,1777009961.6961992,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.32223903177004526,2313.565,2313.57,0.0,-1.815380160056332,-0.3457866971551782,0.0,-1.815380160056332,-0.3457866971551782
A_current,true,1777009962.1986952,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.019079685746352406,2313.565,2313.56,-1.3399234514696818,0.1296700114334375,-0.3457866971551782,1.3399234514696818,-0.1296700114334375,0.3457866971551782
B_overlap_quote_fade_only,true,1777009962.1986952,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.019079685746352406,2313.565,2313.56,-1.3399234514696818,0.1296700114334375,-0.3457866971551782,1.3399234514696818,-0.1296700114334375,0.3457866971551782
C_overlap_or_strong_tfi,true,1777009962.1986952,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.019079685746352406,2313.565,2313.56,-1.3399234514696818,0.1296700114334375,-0.3457866971551782,1.3399234514696818,-0.1296700114334375,0.3457866971551782
A_current,true,1777009962.4405484,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.25751072961373384,2313.565,2313.56,-1.815380160056332,0.1296700114334375,-0.3457866971551782,1.815380160056332,-0.1296700114334375,0.3457866971551782
B_overlap_quote_fade_only,true,1777009962.4405484,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.25751072961373384,2313.565,2313.56,-1.815380160056332,0.1296700114334375,-0.3457866971551782,1.815380160056332,-0.1296700114334375,0.3457866971551782
C_overlap_or_strong_tfi,true,1777009962.4405484,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.25751072961373384,2313.565,2313.56,-1.815380160056332,0.1296700114334375,-0.3457866971551782,1.815380160056332,-0.1296700114334375,0.3457866971551782
A_current,true,1777009962.691229,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.03531598513011143,2313.565,2313.57,-1.815380160056332,0.1296700114334375,-0.3457866971551782,-1.815380160056332,0.1296700114334375,-0.3457866971551782
B_overlap_quote_fade_only,true,1777009962.691229,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.03531598513011143,2313.565,2313.57,-1.815380160056332,0.1296700114334375,-0.3457866971551782,-1.815380160056332,0.1296700114334375,-0.3457866971551782
C_overlap_or_strong_tfi,true,1777009962.691229,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.03531598513011143,2313.565,2313.57,-1.815380160056332,0.1296700114334375,-0.3457866971551782,-1.815380160056332,0.1296700114334375,-0.3457866971551782
A_current,true,1777009962.9383738,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.7283582089552239,2313.565,2313.57,-1.815380160056332,0.1296700114334375,-0.3457866971551782,-1.815380160056332,0.1296700114334375,-0.3457866971551782
B_overlap_quote_fade_only,true,1777009962.9383738,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.7283582089552239,2313.565,2313.57,-1.815380160056332,0.1296700114334375,-0.3457866971551782,-1.815380160056332,0.1296700114334375,-0.3457866971551782
C_overlap_or_strong_tfi,true,1777009962.9383738,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.7283582089552239,2313.565,2313.57,-1.815380160056332,0.1296700114334375,-0.3457866971551782,-1.815380160056332,0.1296700114334375,-0.3457866971551782
A_current,true,1777009963.1978655,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.7283582089552239,2313.565,2313.57,-1.815380160056332,0.1296700114334375,-0.3457866971551782,-1.815380160056332,0.1296700114334375,-0.3457866971551782
B_overlap_quote_fade_only,false,1777009963.1978655,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.7283582089552239,2313.565,2313.57,-1.815380160056332,0.1296700114334375,-0.3457866971551782,-1.815380160056332,0.1296700114334375,-0.3457866971551782
C_overlap_or_strong_tfi,true,1777009963.1978655,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.7283582089552239,2313.565,2313.57,-1.815380160056332,0.1296700114334375,-0.3457866971551782,-1.815380160056332,0.1296700114334375,-0.3457866971551782
A_current,true,1777009963.4397418,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.255,2313.25,-0.47552042468351874,1.4697904035661675,0.994269978880683,0.47552042468351874,-1.4697904035661675,-0.994269978880683
B_overlap_quote_fade_only,false,1777009963.4397418,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.255,2313.25,-0.47552042468351874,1.4697904035661675,0.994269978880683,0.47552042468351874,-1.4697904035661675,-0.994269978880683
C_overlap_or_strong_tfi,false,1777009963.4397418,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.255,2313.25,-0.47552042468351874,1.4697904035661675,0.994269978880683,0.47552042468351874,-1.4697904035661675,-0.994269978880683
