ts,in_quote,quote_ts,quote_leg,quote_price,quote_lifetime_sec,trade_side,trade_px,mid_perp,bid_px,ask_px,spread_bps,tfi,proximity_to_quote_bps,proximity_to_best_bps,danger_direction_match,trade_reuse_key,duplicate_trade_signal,time_since_quote_ms,time_to_quote_end_ms
1777017791.002951,False,,,,,sell,2310.68,2310.685,2310.68,2310.69,0.043277210005770055,0.970674486803519,,0.0,unknown,sell:2310.68:1777017791.0,False,,
1777017791.2605991,False,,,,,sell,2310.68,2310.685,2310.68,2310.69,0.043277210005770055,0.970674486803519,,0.0,unknown,sell:2310.68:1777017791.2,False,,
1777017791.5013587,False,,,,,sell,2310.68,2310.685,2310.68,2310.69,0.043277210005770055,0.970674486803519,,0.0,unknown,sell:2310.68:1777017791.5,False,,
1777017791.7593071,False,,,,,sell,2310.68,2310.685,2310.68,2310.69,0.043277210005770055,0.970674486803519,,0.0,unknown,sell:2310.68:1777017791.7,False,,
1777017792.0029066,False,,,,,sell,2310.68,2310.685,2310.68,2310.69,0.043277210005770055,0.970674486803519,,0.0,unknown,sell:2310.68:1777017792.0,False,,
1777017792.2735624,False,,,,,buy,2310.69,2310.685,2310.68,2310.69,0.043277210005770055,0.961734693877551,,0.0,unknown,buy:2310.69:1777017792.2,False,,
1777017792.505481,False,,,,,sell,2310.68,2310.685,2310.68,2310.69,0.043277210005770055,0.9604843849585722,,0.0,unknown,sell:2310.68:1777017792.5,False,,
1777017792.7726686,False,,,,,sell,2310.44,2310.435,2310.43,2310.44,0.043281892804680845,0.9117464263517713,,0.043281986470995785,unknown,sell:2310.44:1777017792.7,False,,
1777017793.001749,False,,,,,sell,2310.44,2310.435,2310.43,2310.44,0.043281892804680845,0.9117464263517713,,0.043281986470995785,unknown,sell:2310.44:1777017793.0,False,,
1777017793.252542,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017793.2,False,,
1777017793.5019171,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017793.5,False,,
1777017793.766814,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017793.7,False,,
1777017794.0018609,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017794.0,False,,
1777017794.263819,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017794.2,False,,
1777017794.5007944,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017794.5,False,,
1777017794.7626438,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017794.7,False,,
1777017795.0026653,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017795.0,False,,
1777017795.2612607,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017795.2,False,,
1777017795.50226,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017795.5,False,,
1777017795.7600343,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017795.7,False,,
1777017796.0021045,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017796.0,False,,
1777017796.2573948,False,,,,,sell,2310.3,2310.255,2310.25,2310.26,0.04328526504744402,-0.9058823529411765,,0.21642679363783962,unknown,sell:2310.3:1777017796.2,False,,
1777017796.5016375,False,,,,,sell,2310.25,2310.255,2310.25,2310.26,0.04328526504744402,-0.9774647887323944,,0.0,unknown,sell:2310.25:1777017796.5,False,,
1777017796.7549393,False,,,,,sell,2310.25,2310.255,2310.25,2310.26,0.04328526504744402,-0.9774647887323944,,0.0,unknown,sell:2310.25:1777017796.7,False,,
1777017797.001199,False,,,,,sell,2310.25,2310.255,2310.25,2310.26,0.04328526504744402,-0.9774647887323944,,0.0,unknown,sell:2310.25:1777017797.0,False,,
1777017797.2566419,False,,,,,sell,2310.25,2310.255,2310.25,2310.26,0.04328526504744402,-0.9774647887323944,,0.0,unknown,sell:2310.25:1777017797.2,False,,
