policy,ts,leg,side,price,tfi,tfi_abs,recent_cancel_aggressive_count_5s,recent_cancel_aggressive_density_5s,recent_quote_fade_count_5s,recent_tfi_fade_count_5s,recent_guard_count_5s,would_allow,suppress_reason,quote_lifetime_sec,end_reason,cancel_aggressive_count_during_quote,quote_fade_count_during_quote,tfi_fade_count_during_quote
C_tfi_abs_lte_0p6,1777018067.015624,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,tfi_abs_gt_0p6,0.26117753982543945,tfi_fade,0,0,1
D_cancel_density_lte_1p0,1777018067.015624,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,cancel_density_gt_1p0,0.26117753982543945,tfi_fade,0,0,1
E_cancel_density_lte_2p0,1777018067.015624,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,cancel_density_gt_2p0,0.26117753982543945,tfi_fade,0,0,1
F_guard_count_lte_5,1777018067.015624,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,guard_count_gt_5,0.26117753982543945,tfi_fade,0,0,1
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018067.015624,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.26117753982543945,tfi_fade,0,0,1
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018067.015624,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.26117753982543945,tfi_fade,0,0,1
A_current,1777018067.015624,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,True,,0.26117753982543945,tfi_fade,0,0,1
B_tfi_abs_lte_0p5,1777018067.015624,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,tfi_abs_gt_0p5,0.26117753982543945,tfi_fade,0,0,1
C_tfi_abs_lte_0p6,1777018067.015624,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,tfi_abs_gt_0p6,0.26117753982543945,tfi_fade,0,0,1
D_cancel_density_lte_1p0,1777018067.015624,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,cancel_density_gt_1p0,0.26117753982543945,tfi_fade,0,0,1
E_cancel_density_lte_2p0,1777018067.015624,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,cancel_density_gt_2p0,0.26117753982543945,tfi_fade,0,0,1
F_guard_count_lte_5,1777018067.015624,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,guard_count_gt_5,0.26117753982543945,tfi_fade,0,0,1
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018067.015624,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.26117753982543945,tfi_fade,0,0,1
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018067.015624,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,14,2.8,2,4,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.26117753982543945,tfi_fade,0,0,1
A_current,1777018067.2793102,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,True,,0.26177501678466797,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018067.2793102,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,tfi_abs_gt_0p5,0.26177501678466797,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018067.2793102,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,tfi_abs_gt_0p6,0.26177501678466797,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018067.2793102,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,cancel_density_gt_1p0,0.26177501678466797,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018067.2793102,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,cancel_density_gt_2p0,0.26177501678466797,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018067.2793102,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,guard_count_gt_5,0.26177501678466797,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018067.2793102,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.26177501678466797,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018067.2793102,bid,buy,2305.9700000000003,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.26177501678466797,cancel_aggressive,1,0,0
A_current,1777018067.2793102,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,True,,0.26177501678466797,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018067.2793102,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,tfi_abs_gt_0p5,0.26177501678466797,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018067.2793102,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,tfi_abs_gt_0p6,0.26177501678466797,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018067.2793102,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,cancel_density_gt_1p0,0.26177501678466797,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018067.2793102,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,cancel_density_gt_2p0,0.26177501678466797,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018067.2793102,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,guard_count_gt_5,0.26177501678466797,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018067.2793102,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.26177501678466797,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018067.2793102,ask,sell,2316.36,0.8253867344776437,0.8253867344776437,13,2.6,2,5,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.26177501678466797,cancel_aggressive,1,0,0
A_current,1777018195.0061872,bid,buy,2300.42,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,True,,0.2495746612548828,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018195.0061872,bid,buy,2300.42,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,tfi_abs_gt_0p5,0.2495746612548828,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018195.0061872,bid,buy,2300.42,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,tfi_abs_gt_0p6,0.2495746612548828,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018195.0061872,bid,buy,2300.42,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,cancel_density_gt_1p0,0.2495746612548828,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018195.0061872,bid,buy,2300.42,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,cancel_density_gt_2p0,0.2495746612548828,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018195.0061872,bid,buy,2300.42,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,guard_count_gt_5,0.2495746612548828,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018195.0061872,bid,buy,2300.42,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.2495746612548828,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018195.0061872,bid,buy,2300.42,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.2495746612548828,cancel_aggressive,1,0,0
A_current,1777018195.0061872,ask,sell,2310.8,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,True,,0.2495746612548828,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018195.0061872,ask,sell,2310.8,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,tfi_abs_gt_0p5,0.2495746612548828,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018195.0061872,ask,sell,2310.8,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,tfi_abs_gt_0p6,0.2495746612548828,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018195.0061872,ask,sell,2310.8,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,cancel_density_gt_1p0,0.2495746612548828,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018195.0061872,ask,sell,2310.8,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,cancel_density_gt_2p0,0.2495746612548828,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018195.0061872,ask,sell,2310.8,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,guard_count_gt_5,0.2495746612548828,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018195.0061872,ask,sell,2310.8,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.2495746612548828,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018195.0061872,ask,sell,2310.8,-0.762645914396887,0.762645914396887,18,3.6,1,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.2495746612548828,cancel_aggressive,1,0,0
A_current,1777018199.0117416,bid,buy,2299.96,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,True,,0.2520468235015869,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018199.0117416,bid,buy,2299.96,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,tfi_abs_gt_0p5,0.2520468235015869,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018199.0117416,bid,buy,2299.96,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,tfi_abs_gt_0p6,0.2520468235015869,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018199.0117416,bid,buy,2299.96,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,cancel_density_gt_1p0,0.2520468235015869,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018199.0117416,bid,buy,2299.96,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,cancel_density_gt_2p0,0.2520468235015869,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018199.0117416,bid,buy,2299.96,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,guard_count_gt_5,0.2520468235015869,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018199.0117416,bid,buy,2299.96,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.2520468235015869,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018199.0117416,bid,buy,2299.96,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.2520468235015869,cancel_aggressive,1,0,0
A_current,1777018199.0127413,ask,sell,2310.33,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,True,,0.25104713439941406,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018199.0127413,ask,sell,2310.33,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,tfi_abs_gt_0p5,0.25104713439941406,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018199.0127413,ask,sell,2310.33,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,tfi_abs_gt_0p6,0.25104713439941406,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018199.0127413,ask,sell,2310.33,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,cancel_density_gt_1p0,0.25104713439941406,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018199.0127413,ask,sell,2310.33,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,cancel_density_gt_2p0,0.25104713439941406,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018199.0127413,ask,sell,2310.33,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,guard_count_gt_5,0.25104713439941406,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018199.0127413,ask,sell,2310.33,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.25104713439941406,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018199.0127413,ask,sell,2310.33,-0.709582598471487,0.709582598471487,14,2.8,4,2,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.25104713439941406,cancel_aggressive,1,0,0
A_current,1777018251.1800282,bid,buy,2304.1,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,True,,0.2490828037261963,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018251.1800282,bid,buy,2304.1,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,tfi_abs_gt_0p5,0.2490828037261963,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018251.1800282,bid,buy,2304.1,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,True,,0.2490828037261963,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018251.1800282,bid,buy,2304.1,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,cancel_density_gt_1p0,0.2490828037261963,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018251.1800282,bid,buy,2304.1,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,cancel_density_gt_2p0,0.2490828037261963,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018251.1800282,bid,buy,2304.1,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,guard_count_gt_5,0.2490828037261963,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018251.1800282,bid,buy,2304.1,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,cancel_density_gt_2p0,0.2490828037261963,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018251.1800282,bid,buy,2304.1,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,guard_count_gt_5,0.2490828037261963,cancel_aggressive,1,0,0
A_current,1777018251.1800282,ask,sell,2311.03,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,True,,0.2490828037261963,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018251.1800282,ask,sell,2311.03,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,tfi_abs_gt_0p5,0.2490828037261963,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018251.1800282,ask,sell,2311.03,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,True,,0.2490828037261963,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018251.1800282,ask,sell,2311.03,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,cancel_density_gt_1p0,0.2490828037261963,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018251.1800282,ask,sell,2311.03,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,cancel_density_gt_2p0,0.2490828037261963,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018251.1800282,ask,sell,2311.03,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,guard_count_gt_5,0.2490828037261963,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018251.1800282,ask,sell,2311.03,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,cancel_density_gt_2p0,0.2490828037261963,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018251.1800282,ask,sell,2311.03,0.5100222717149215,0.5100222717149215,15,3.0,4,0,19,False,guard_count_gt_5,0.2490828037261963,cancel_aggressive,1,0,0
A_current,1777018288.8058763,bid,buy,2299.98,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,True,,0.25226902961730957,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018288.8058763,bid,buy,2299.98,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,tfi_abs_gt_0p5,0.25226902961730957,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018288.8058763,bid,buy,2299.98,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,tfi_abs_gt_0p6,0.25226902961730957,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018288.8058763,bid,buy,2299.98,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,cancel_density_gt_1p0,0.25226902961730957,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018288.8058763,bid,buy,2299.98,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,cancel_density_gt_2p0,0.25226902961730957,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018288.8058763,bid,buy,2299.98,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,guard_count_gt_5,0.25226902961730957,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018288.8058763,bid,buy,2299.98,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.25226902961730957,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018288.8058763,bid,buy,2299.98,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.25226902961730957,cancel_aggressive,1,0,0
A_current,1777018288.8058763,ask,sell,2310.35,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,True,,0.25226902961730957,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018288.8058763,ask,sell,2310.35,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,tfi_abs_gt_0p5,0.25226902961730957,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018288.8058763,ask,sell,2310.35,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,tfi_abs_gt_0p6,0.25226902961730957,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018288.8058763,ask,sell,2310.35,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,cancel_density_gt_1p0,0.25226902961730957,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018288.8058763,ask,sell,2310.35,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,cancel_density_gt_2p0,0.25226902961730957,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018288.8058763,ask,sell,2310.35,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,guard_count_gt_5,0.25226902961730957,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018288.8058763,ask,sell,2310.35,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.25226902961730957,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018288.8058763,ask,sell,2310.35,-0.6496420047732703,0.6496420047732703,12,2.4,7,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.25226902961730957,cancel_aggressive,1,0,0
A_current,1777018572.855171,bid,buy,2311.83,0.996459492428074,0.996459492428074,16,3.2,3,1,20,True,,0.2462306022644043,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018572.855171,bid,buy,2311.83,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,tfi_abs_gt_0p5,0.2462306022644043,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018572.855171,bid,buy,2311.83,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,tfi_abs_gt_0p6,0.2462306022644043,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018572.855171,bid,buy,2311.83,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,cancel_density_gt_1p0,0.2462306022644043,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018572.855171,bid,buy,2311.83,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,cancel_density_gt_2p0,0.2462306022644043,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018572.855171,bid,buy,2311.83,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,guard_count_gt_5,0.2462306022644043,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018572.855171,bid,buy,2311.83,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.2462306022644043,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018572.855171,bid,buy,2311.83,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.2462306022644043,cancel_aggressive,1,0,0
A_current,1777018572.856172,ask,sell,2324.34,0.996459492428074,0.996459492428074,16,3.2,3,1,20,True,,0.24522948265075684,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018572.856172,ask,sell,2324.34,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,tfi_abs_gt_0p5,0.24522948265075684,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018572.856172,ask,sell,2324.34,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,tfi_abs_gt_0p6,0.24522948265075684,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018572.856172,ask,sell,2324.34,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,cancel_density_gt_1p0,0.24522948265075684,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018572.856172,ask,sell,2324.34,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,cancel_density_gt_2p0,0.24522948265075684,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018572.856172,ask,sell,2324.34,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,guard_count_gt_5,0.24522948265075684,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018572.856172,ask,sell,2324.34,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.24522948265075684,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018572.856172,ask,sell,2324.34,0.996459492428074,0.996459492428074,16,3.2,3,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.24522948265075684,cancel_aggressive,1,0,0
A_current,1777018573.3473864,bid,buy,2311.46,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,True,,0.2541501522064209,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018573.3473864,bid,buy,2311.46,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,tfi_abs_gt_0p5,0.2541501522064209,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018573.3473864,bid,buy,2311.46,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,tfi_abs_gt_0p6,0.2541501522064209,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018573.3473864,bid,buy,2311.46,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,cancel_density_gt_1p0,0.2541501522064209,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018573.3473864,bid,buy,2311.46,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,cancel_density_gt_2p0,0.2541501522064209,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018573.3473864,bid,buy,2311.46,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,guard_count_gt_5,0.2541501522064209,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018573.3473864,bid,buy,2311.46,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.2541501522064209,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018573.3473864,bid,buy,2311.46,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,tfi_abs_gt_0p6+guard_count_gt_5,0.2541501522064209,cancel_aggressive,1,0,0
A_current,1777018573.3473864,ask,sell,2323.9700000000003,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,True,,0.2541501522064209,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018573.3473864,ask,sell,2323.9700000000003,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,tfi_abs_gt_0p5,0.2541501522064209,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018573.3473864,ask,sell,2323.9700000000003,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,tfi_abs_gt_0p6,0.2541501522064209,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018573.3473864,ask,sell,2323.9700000000003,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,cancel_density_gt_1p0,0.2541501522064209,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018573.3473864,ask,sell,2323.9700000000003,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,cancel_density_gt_2p0,0.2541501522064209,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018573.3473864,ask,sell,2323.9700000000003,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,guard_count_gt_5,0.2541501522064209,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018573.3473864,ask,sell,2323.9700000000003,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.2541501522064209,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018573.3473864,ask,sell,2323.9700000000003,0.9930680084575648,0.9930680084575648,16,3.2,3,2,21,False,tfi_abs_gt_0p6+guard_count_gt_5,0.2541501522064209,cancel_aggressive,1,0,0
A_current,1777018581.1001105,bid,buy,2312.0,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,True,,0.25906968116760254,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018581.1001105,bid,buy,2312.0,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,tfi_abs_gt_0p5,0.25906968116760254,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018581.1001105,bid,buy,2312.0,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,True,,0.25906968116760254,cancel_aggressive,1,0,0
