policy,ts,leg,side,price,tfi,tfi_abs,recent_cancel_aggressive_count_5s,recent_cancel_aggressive_density_5s,recent_quote_fade_count_5s,recent_tfi_fade_count_5s,recent_guard_count_5s,would_allow,suppress_reason,quote_lifetime_sec,end_reason,cancel_aggressive_count_during_quote,quote_fade_count_during_quote,tfi_fade_count_during_quote
D_cancel_density_lte_1p0,1777018581.1001105,bid,buy,2312.0,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,cancel_density_gt_1p0,0.25906968116760254,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018581.1001105,bid,buy,2312.0,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,cancel_density_gt_2p0,0.25906968116760254,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018581.1001105,bid,buy,2312.0,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,guard_count_gt_5,0.25906968116760254,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018581.1001105,bid,buy,2312.0,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,cancel_density_gt_2p0,0.25906968116760254,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018581.1001105,bid,buy,2312.0,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,guard_count_gt_5,0.25906968116760254,cancel_aggressive,1,0,0
A_current,1777018581.1001105,ask,sell,2320.34,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,True,,0.25906968116760254,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018581.1001105,ask,sell,2320.34,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,tfi_abs_gt_0p5,0.25906968116760254,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018581.1001105,ask,sell,2320.34,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,True,,0.25906968116760254,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018581.1001105,ask,sell,2320.34,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,cancel_density_gt_1p0,0.25906968116760254,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018581.1001105,ask,sell,2320.34,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,cancel_density_gt_2p0,0.25906968116760254,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018581.1001105,ask,sell,2320.34,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,guard_count_gt_5,0.25906968116760254,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018581.1001105,ask,sell,2320.34,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,cancel_density_gt_2p0,0.25906968116760254,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018581.1001105,ask,sell,2320.34,0.5737797956867215,0.5737797956867215,19,3.8,1,0,20,False,guard_count_gt_5,0.25906968116760254,cancel_aggressive,1,0,0
A_current,1777018581.604276,bid,buy,2311.92,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,True,,0.25106215476989746,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018581.604276,bid,buy,2311.92,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,tfi_abs_gt_0p5,0.25106215476989746,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018581.604276,bid,buy,2311.92,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,tfi_abs_gt_0p6,0.25106215476989746,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018581.604276,bid,buy,2311.92,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,cancel_density_gt_1p0,0.25106215476989746,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018581.604276,bid,buy,2311.92,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,cancel_density_gt_2p0,0.25106215476989746,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018581.604276,bid,buy,2311.92,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,guard_count_gt_5,0.25106215476989746,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018581.604276,bid,buy,2311.92,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.25106215476989746,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018581.604276,bid,buy,2311.92,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,tfi_abs_gt_0p6+guard_count_gt_5,0.25106215476989746,cancel_aggressive,1,0,0
A_current,1777018581.604276,ask,sell,2324.42,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,True,,0.25106215476989746,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018581.604276,ask,sell,2324.42,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,tfi_abs_gt_0p5,0.25106215476989746,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018581.604276,ask,sell,2324.42,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,tfi_abs_gt_0p6,0.25106215476989746,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018581.604276,ask,sell,2324.42,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,cancel_density_gt_1p0,0.25106215476989746,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018581.604276,ask,sell,2324.42,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,cancel_density_gt_2p0,0.25106215476989746,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018581.604276,ask,sell,2324.42,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,guard_count_gt_5,0.25106215476989746,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018581.604276,ask,sell,2324.42,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.25106215476989746,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018581.604276,ask,sell,2324.42,0.8770685579196222,0.8770685579196222,17,3.4,1,1,19,False,tfi_abs_gt_0p6+guard_count_gt_5,0.25106215476989746,cancel_aggressive,1,0,0
A_current,1777018622.80497,bid,buy,2309.92,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,True,,0.26344799995422363,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018622.80497,bid,buy,2309.92,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,tfi_abs_gt_0p5,0.26344799995422363,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018622.80497,bid,buy,2309.92,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,tfi_abs_gt_0p6,0.26344799995422363,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018622.80497,bid,buy,2309.92,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,cancel_density_gt_1p0,0.26344799995422363,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018622.80497,bid,buy,2309.92,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,cancel_density_gt_2p0,0.26344799995422363,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018622.80497,bid,buy,2309.92,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,guard_count_gt_5,0.26344799995422363,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018622.80497,bid,buy,2309.92,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.26344799995422363,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018622.80497,bid,buy,2309.92,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.26344799995422363,cancel_aggressive,1,0,0
A_current,1777018622.805969,ask,sell,2322.42,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,True,,0.2624490261077881,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018622.805969,ask,sell,2322.42,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,tfi_abs_gt_0p5,0.2624490261077881,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018622.805969,ask,sell,2322.42,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,tfi_abs_gt_0p6,0.2624490261077881,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018622.805969,ask,sell,2322.42,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,cancel_density_gt_1p0,0.2624490261077881,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018622.805969,ask,sell,2322.42,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,cancel_density_gt_2p0,0.2624490261077881,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018622.805969,ask,sell,2322.42,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,guard_count_gt_5,0.2624490261077881,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018622.805969,ask,sell,2322.42,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.2624490261077881,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018622.805969,ask,sell,2322.42,0.6806927944931724,0.6806927944931724,18,3.6,1,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.2624490261077881,cancel_aggressive,1,0,0
A_current,1777018632.0668876,bid,buy,2311.04,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,True,,0.23005986213684082,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018632.0668876,bid,buy,2311.04,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,tfi_abs_gt_0p5,0.23005986213684082,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018632.0668876,bid,buy,2311.04,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,tfi_abs_gt_0p6,0.23005986213684082,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018632.0668876,bid,buy,2311.04,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,cancel_density_gt_1p0,0.23005986213684082,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018632.0668876,bid,buy,2311.04,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,cancel_density_gt_2p0,0.23005986213684082,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018632.0668876,bid,buy,2311.04,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,guard_count_gt_5,0.23005986213684082,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018632.0668876,bid,buy,2311.04,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.23005986213684082,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018632.0668876,bid,buy,2311.04,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.23005986213684082,cancel_aggressive,1,0,0
A_current,1777018632.0668876,ask,sell,2323.55,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,True,,0.23005986213684082,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018632.0668876,ask,sell,2323.55,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,tfi_abs_gt_0p5,0.23005986213684082,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018632.0668876,ask,sell,2323.55,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,tfi_abs_gt_0p6,0.23005986213684082,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018632.0668876,ask,sell,2323.55,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,cancel_density_gt_1p0,0.23005986213684082,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018632.0668876,ask,sell,2323.55,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,cancel_density_gt_2p0,0.23005986213684082,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018632.0668876,ask,sell,2323.55,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,guard_count_gt_5,0.23005986213684082,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018632.0668876,ask,sell,2323.55,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.23005986213684082,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018632.0668876,ask,sell,2323.55,0.9334153506239175,0.9334153506239175,18,3.6,1,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.23005986213684082,cancel_aggressive,1,0,0
A_current,1777018745.305286,bid,buy,2313.48,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,True,,0.27044105529785156,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018745.305286,bid,buy,2313.48,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,tfi_abs_gt_0p5,0.27044105529785156,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018745.305286,bid,buy,2313.48,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,tfi_abs_gt_0p6,0.27044105529785156,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018745.305286,bid,buy,2313.48,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,cancel_density_gt_1p0,0.27044105529785156,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018745.305286,bid,buy,2313.48,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,cancel_density_gt_2p0,0.27044105529785156,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018745.305286,bid,buy,2313.48,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,guard_count_gt_5,0.27044105529785156,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018745.305286,bid,buy,2313.48,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.27044105529785156,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018745.305286,bid,buy,2313.48,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.27044105529785156,cancel_aggressive,1,0,0
A_current,1777018745.305286,ask,sell,2326.0,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,True,,0.27044105529785156,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018745.305286,ask,sell,2326.0,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,tfi_abs_gt_0p5,0.27044105529785156,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018745.305286,ask,sell,2326.0,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,tfi_abs_gt_0p6,0.27044105529785156,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018745.305286,ask,sell,2326.0,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,cancel_density_gt_1p0,0.27044105529785156,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018745.305286,ask,sell,2326.0,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,cancel_density_gt_2p0,0.27044105529785156,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018745.305286,ask,sell,2326.0,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,guard_count_gt_5,0.27044105529785156,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018745.305286,ask,sell,2326.0,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.27044105529785156,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018745.305286,ask,sell,2326.0,0.7629092791510289,0.7629092791510289,19,3.8,0,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.27044105529785156,cancel_aggressive,1,0,0
A_current,1777018766.5049949,bid,buy,2313.73,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,True,,0.2619619369506836,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018766.5049949,bid,buy,2313.73,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,tfi_abs_gt_0p5,0.2619619369506836,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018766.5049949,bid,buy,2313.73,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,tfi_abs_gt_0p6,0.2619619369506836,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018766.5049949,bid,buy,2313.73,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,cancel_density_gt_1p0,0.2619619369506836,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018766.5049949,bid,buy,2313.73,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,cancel_density_gt_2p0,0.2619619369506836,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018766.5049949,bid,buy,2313.73,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,guard_count_gt_5,0.2619619369506836,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018766.5049949,bid,buy,2313.73,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.2619619369506836,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018766.5049949,bid,buy,2313.73,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.2619619369506836,cancel_aggressive,1,0,0
A_current,1777018766.5049949,ask,sell,2326.26,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,True,,0.2619619369506836,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018766.5049949,ask,sell,2326.26,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,tfi_abs_gt_0p5,0.2619619369506836,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018766.5049949,ask,sell,2326.26,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,tfi_abs_gt_0p6,0.2619619369506836,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018766.5049949,ask,sell,2326.26,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,cancel_density_gt_1p0,0.2619619369506836,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018766.5049949,ask,sell,2326.26,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,cancel_density_gt_2p0,0.2619619369506836,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018766.5049949,ask,sell,2326.26,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,guard_count_gt_5,0.2619619369506836,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018766.5049949,ask,sell,2326.26,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,tfi_abs_gt_0p6+cancel_density_gt_2p0,0.2619619369506836,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018766.5049949,ask,sell,2326.26,0.7879593810444876,0.7879593810444876,18,3.6,1,1,20,False,tfi_abs_gt_0p6+guard_count_gt_5,0.2619619369506836,cancel_aggressive,1,0,0
A_current,1777018790.6030629,bid,buy,2312.85,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,True,,0.25795531272888184,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018790.6030629,bid,buy,2312.85,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,True,,0.25795531272888184,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018790.6030629,bid,buy,2312.85,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,True,,0.25795531272888184,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018790.6030629,bid,buy,2312.85,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,cancel_density_gt_1p0,0.25795531272888184,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018790.6030629,bid,buy,2312.85,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,cancel_density_gt_2p0,0.25795531272888184,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018790.6030629,bid,buy,2312.85,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,guard_count_gt_5,0.25795531272888184,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018790.6030629,bid,buy,2312.85,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,cancel_density_gt_2p0,0.25795531272888184,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018790.6030629,bid,buy,2312.85,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,guard_count_gt_5,0.25795531272888184,cancel_aggressive,1,0,0
A_current,1777018790.6030629,ask,sell,2321.19,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,True,,0.25795531272888184,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018790.6030629,ask,sell,2321.19,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,True,,0.25795531272888184,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018790.6030629,ask,sell,2321.19,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,True,,0.25795531272888184,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018790.6030629,ask,sell,2321.19,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,cancel_density_gt_1p0,0.25795531272888184,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018790.6030629,ask,sell,2321.19,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,cancel_density_gt_2p0,0.25795531272888184,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018790.6030629,ask,sell,2321.19,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,guard_count_gt_5,0.25795531272888184,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018790.6030629,ask,sell,2321.19,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,cancel_density_gt_2p0,0.25795531272888184,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018790.6030629,ask,sell,2321.19,0.04934464148033958,0.04934464148033958,15,3.0,4,0,19,False,guard_count_gt_5,0.25795531272888184,cancel_aggressive,1,0,0
A_current,1777018792.1463847,bid,buy,2312.61,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,True,,0.7937793731689453,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018792.1463847,bid,buy,2312.61,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,True,,0.7937793731689453,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018792.1463847,bid,buy,2312.61,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,True,,0.7937793731689453,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018792.1463847,bid,buy,2312.61,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,cancel_density_gt_1p0,0.7937793731689453,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018792.1463847,bid,buy,2312.61,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,cancel_density_gt_2p0,0.7937793731689453,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018792.1463847,bid,buy,2312.61,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,guard_count_gt_5,0.7937793731689453,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018792.1463847,bid,buy,2312.61,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,cancel_density_gt_2p0,0.7937793731689453,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018792.1463847,bid,buy,2312.61,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,guard_count_gt_5,0.7937793731689453,cancel_aggressive,1,0,0
A_current,1777018792.1473827,ask,sell,2320.96,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,True,,0.7927813529968262,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018792.1473827,ask,sell,2320.96,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,True,,0.7927813529968262,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018792.1473827,ask,sell,2320.96,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,True,,0.7927813529968262,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018792.1473827,ask,sell,2320.96,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,cancel_density_gt_1p0,0.7927813529968262,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018792.1473827,ask,sell,2320.96,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,cancel_density_gt_2p0,0.7927813529968262,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018792.1473827,ask,sell,2320.96,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,guard_count_gt_5,0.7927813529968262,cancel_aggressive,1,0,0
G_tfi_abs_lte_0p6_and_cancel_density_lte_2p0,1777018792.1473827,ask,sell,2320.96,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,cancel_density_gt_2p0,0.7927813529968262,cancel_aggressive,1,0,0
H_tfi_abs_lte_0p6_and_guard_count_lte_5,1777018792.1473827,ask,sell,2320.96,-0.2021498954911912,0.2021498954911912,16,3.2,2,0,18,False,guard_count_gt_5,0.7927813529968262,cancel_aggressive,1,0,0
A_current,1777018792.4111507,bid,buy,2312.63,-0.2021498954911912,0.2021498954911912,16,3.2,1,0,17,True,,0.5290133953094482,cancel_aggressive,1,0,0
B_tfi_abs_lte_0p5,1777018792.4111507,bid,buy,2312.63,-0.2021498954911912,0.2021498954911912,16,3.2,1,0,17,True,,0.5290133953094482,cancel_aggressive,1,0,0
C_tfi_abs_lte_0p6,1777018792.4111507,bid,buy,2312.63,-0.2021498954911912,0.2021498954911912,16,3.2,1,0,17,True,,0.5290133953094482,cancel_aggressive,1,0,0
D_cancel_density_lte_1p0,1777018792.4111507,bid,buy,2312.63,-0.2021498954911912,0.2021498954911912,16,3.2,1,0,17,False,cancel_density_gt_1p0,0.5290133953094482,cancel_aggressive,1,0,0
E_cancel_density_lte_2p0,1777018792.4111507,bid,buy,2312.63,-0.2021498954911912,0.2021498954911912,16,3.2,1,0,17,False,cancel_density_gt_2p0,0.5290133953094482,cancel_aggressive,1,0,0
F_guard_count_lte_5,1777018792.4111507,bid,buy,2312.63,-0.2021498954911912,0.2021498954911912,16,3.2,1,0,17,False,guard_count_gt_5,0.5290133953094482,cancel_aggressive,1,0,0
