policy,quote_count,mean_lifetime_sec,median_lifetime_sec,tfi_fade_end_count,quote_fade_end_count,cancel_aggressive_end_count,order_cancel_quote_count,tfi_fade_suppressed_count
disabled,1040,0.7022218383275546,0.4989650249481201,0,942,0,98,1237
