scenario,quote_count,mean_lifetime_sec,median_lifetime_sec,p25_lifetime_sec,p75_lifetime_sec,min_lifetime_sec,max_lifetime_sec,cancel_aggressive_end_count,quote_fade_end_count,tfi_fade_end_count,other_end_count
15bps,28,0.2510912162917001,0.24974143505096436,0.24599409103393555,0.260361909866333,0.23416638374328613,0.26177501678466797,16,2,10,0
18bps,44,0.2997295585545627,0.25673937797546387,0.2475651502609253,0.2636365294456482,0.2268054485321045,0.7937793731689453,42,2,0,0
