scenario,policy,quote_ts,leg,tfi_at_quote,would_suppress,suppress_reason,original_end_reason,quote_lifetime_sec,cancel_aggressive_count_during_quote,quote_fade_count_during_quote,tfi_fade_count_during_quote
18bps,C_tfi_0p7,1777018853.3056107,ask,-0.2798434442270069,False,,cancel_aggressive,0.24779510498046875,1,0,0
18bps,D_tfi_0p8,1777018853.3056107,ask,-0.2798434442270069,False,,cancel_aggressive,0.24779510498046875,1,0,0
18bps,A_current,1777018865.8662395,bid,-0.5196977873718299,False,,cancel_aggressive,0.23768234252929688,1,0,0
18bps,B_tfi_0p6,1777018865.8662395,bid,-0.5196977873718299,False,,cancel_aggressive,0.23768234252929688,1,0,0
18bps,C_tfi_0p7,1777018865.8662395,bid,-0.5196977873718299,False,,cancel_aggressive,0.23768234252929688,1,0,0
18bps,D_tfi_0p8,1777018865.8662395,bid,-0.5196977873718299,False,,cancel_aggressive,0.23768234252929688,1,0,0
18bps,A_current,1777018865.8662395,ask,-0.5196977873718299,False,,cancel_aggressive,0.23768234252929688,1,0,0
18bps,B_tfi_0p6,1777018865.8662395,ask,-0.5196977873718299,False,,cancel_aggressive,0.23768234252929688,1,0,0
18bps,C_tfi_0p7,1777018865.8662395,ask,-0.5196977873718299,False,,cancel_aggressive,0.23768234252929688,1,0,0
18bps,D_tfi_0p8,1777018865.8662395,ask,-0.5196977873718299,False,,cancel_aggressive,0.23768234252929688,1,0,0
18bps,A_current,1777018873.6097963,bid,0.2312608948285886,False,,cancel_aggressive,0.2530028820037842,1,0,0
18bps,B_tfi_0p6,1777018873.6097963,bid,0.2312608948285886,False,,cancel_aggressive,0.2530028820037842,1,0,0
18bps,C_tfi_0p7,1777018873.6097963,bid,0.2312608948285886,False,,cancel_aggressive,0.2530028820037842,1,0,0
18bps,D_tfi_0p8,1777018873.6097963,bid,0.2312608948285886,False,,cancel_aggressive,0.2530028820037842,1,0,0
18bps,A_current,1777018873.6102986,ask,0.2312608948285886,False,,cancel_aggressive,0.2525005340576172,1,0,0
18bps,B_tfi_0p6,1777018873.6102986,ask,0.2312608948285886,False,,cancel_aggressive,0.2525005340576172,1,0,0
18bps,C_tfi_0p7,1777018873.6102986,ask,0.2312608948285886,False,,cancel_aggressive,0.2525005340576172,1,0,0
18bps,D_tfi_0p8,1777018873.6102986,ask,0.2312608948285886,False,,cancel_aggressive,0.2525005340576172,1,0,0
18bps,A_current,1777018885.8733628,bid,0.9937322787643635,False,,cancel_aggressive,0.22780895233154297,1,0,0
18bps,B_tfi_0p6,1777018885.8733628,bid,0.9937322787643635,False,,cancel_aggressive,0.22780895233154297,1,0,0
18bps,C_tfi_0p7,1777018885.8733628,bid,0.9937322787643635,False,,cancel_aggressive,0.22780895233154297,1,0,0
18bps,D_tfi_0p8,1777018885.8733628,bid,0.9937322787643635,False,,cancel_aggressive,0.22780895233154297,1,0,0
18bps,A_current,1777018885.8743663,ask,0.9937322787643635,False,,cancel_aggressive,0.2268054485321045,1,0,0
18bps,B_tfi_0p6,1777018885.8743663,ask,0.9937322787643635,True,tfi>=0.6,cancel_aggressive,0.2268054485321045,1,0,0
18bps,C_tfi_0p7,1777018885.8743663,ask,0.9937322787643635,True,tfi>=0.7,cancel_aggressive,0.2268054485321045,1,0,0
18bps,D_tfi_0p8,1777018885.8743663,ask,0.9937322787643635,True,tfi>=0.8,cancel_aggressive,0.2268054485321045,1,0,0
18bps,A_current,1777018903.8984728,bid,-0.3248394004282643,False,,cancel_aggressive,0.2642960548400879,1,0,0
18bps,B_tfi_0p6,1777018903.8984728,bid,-0.3248394004282643,False,,cancel_aggressive,0.2642960548400879,1,0,0
18bps,C_tfi_0p7,1777018903.8984728,bid,-0.3248394004282643,False,,cancel_aggressive,0.2642960548400879,1,0,0
18bps,D_tfi_0p8,1777018903.8984728,bid,-0.3248394004282643,False,,cancel_aggressive,0.2642960548400879,1,0,0
18bps,A_current,1777018903.899541,ask,-0.3248394004282643,False,,cancel_aggressive,0.2632279396057129,1,0,0
18bps,B_tfi_0p6,1777018903.899541,ask,-0.3248394004282643,False,,cancel_aggressive,0.2632279396057129,1,0,0
18bps,C_tfi_0p7,1777018903.899541,ask,-0.3248394004282643,False,,cancel_aggressive,0.2632279396057129,1,0,0
18bps,D_tfi_0p8,1777018903.899541,ask,-0.3248394004282643,False,,cancel_aggressive,0.2632279396057129,1,0,0
18bps,A_current,1777018944.6044497,bid,-0.3008356545961,False,,quote_fade,0.24787664413452148,0,1,0
18bps,B_tfi_0p6,1777018944.6044497,bid,-0.3008356545961,False,,quote_fade,0.24787664413452148,0,1,0
18bps,C_tfi_0p7,1777018944.6044497,bid,-0.3008356545961,False,,quote_fade,0.24787664413452148,0,1,0
18bps,D_tfi_0p8,1777018944.6044497,bid,-0.3008356545961,False,,quote_fade,0.24787664413452148,0,1,0
18bps,A_current,1777018944.605451,ask,-0.3008356545961,False,,quote_fade,0.24687528610229492,0,1,0
18bps,B_tfi_0p6,1777018944.605451,ask,-0.3008356545961,False,,quote_fade,0.24687528610229492,0,1,0
18bps,C_tfi_0p7,1777018944.605451,ask,-0.3008356545961,False,,quote_fade,0.24687528610229492,0,1,0
18bps,D_tfi_0p8,1777018944.605451,ask,-0.3008356545961,False,,quote_fade,0.24687528610229492,0,1,0
18bps,A_current,1777018960.803665,bid,-0.2772955687528554,False,,cancel_aggressive,0.2555234432220459,1,0,0
18bps,B_tfi_0p6,1777018960.803665,bid,-0.2772955687528554,False,,cancel_aggressive,0.2555234432220459,1,0,0
18bps,C_tfi_0p7,1777018960.803665,bid,-0.2772955687528554,False,,cancel_aggressive,0.2555234432220459,1,0,0
18bps,D_tfi_0p8,1777018960.803665,bid,-0.2772955687528554,False,,cancel_aggressive,0.2555234432220459,1,0,0
18bps,A_current,1777018960.804664,ask,-0.2772955687528554,False,,cancel_aggressive,0.25452446937561035,1,0,0
18bps,B_tfi_0p6,1777018960.804664,ask,-0.2772955687528554,False,,cancel_aggressive,0.25452446937561035,1,0,0
18bps,C_tfi_0p7,1777018960.804664,ask,-0.2772955687528554,False,,cancel_aggressive,0.25452446937561035,1,0,0
18bps,D_tfi_0p8,1777018960.804664,ask,-0.2772955687528554,False,,cancel_aggressive,0.25452446937561035,1,0,0
18bps,A_current,1777018984.1140232,bid,-0.8720363754465739,False,,cancel_aggressive,0.23770856857299805,1,0,0
18bps,B_tfi_0p6,1777018984.1140232,bid,-0.8720363754465739,True,tfi<=-0.6,cancel_aggressive,0.23770856857299805,1,0,0
18bps,C_tfi_0p7,1777018984.1140232,bid,-0.8720363754465739,True,tfi<=-0.7,cancel_aggressive,0.23770856857299805,1,0,0
18bps,D_tfi_0p8,1777018984.1140232,bid,-0.8720363754465739,True,tfi<=-0.8,cancel_aggressive,0.23770856857299805,1,0,0
18bps,A_current,1777018984.1140232,ask,-0.8720363754465739,False,,cancel_aggressive,0.23770856857299805,1,0,0
18bps,B_tfi_0p6,1777018984.1140232,ask,-0.8720363754465739,False,,cancel_aggressive,0.23770856857299805,1,0,0
18bps,C_tfi_0p7,1777018984.1140232,ask,-0.8720363754465739,False,,cancel_aggressive,0.23770856857299805,1,0,0
18bps,D_tfi_0p8,1777018984.1140232,ask,-0.8720363754465739,False,,cancel_aggressive,0.23770856857299805,1,0,0
18bps,A_current,1777019077.8043017,bid,-0.8824328916072034,False,,cancel_aggressive,0.2617943286895752,1,0,0
18bps,B_tfi_0p6,1777019077.8043017,bid,-0.8824328916072034,True,tfi<=-0.6,cancel_aggressive,0.2617943286895752,1,0,0
18bps,C_tfi_0p7,1777019077.8043017,bid,-0.8824328916072034,True,tfi<=-0.7,cancel_aggressive,0.2617943286895752,1,0,0
18bps,D_tfi_0p8,1777019077.8043017,bid,-0.8824328916072034,True,tfi<=-0.8,cancel_aggressive,0.2617943286895752,1,0,0
18bps,A_current,1777019077.8053005,ask,-0.8824328916072034,False,,cancel_aggressive,0.26079559326171875,1,0,0
18bps,B_tfi_0p6,1777019077.8053005,ask,-0.8824328916072034,False,,cancel_aggressive,0.26079559326171875,1,0,0
18bps,C_tfi_0p7,1777019077.8053005,ask,-0.8824328916072034,False,,cancel_aggressive,0.26079559326171875,1,0,0
18bps,D_tfi_0p8,1777019077.8053005,ask,-0.8824328916072034,False,,cancel_aggressive,0.26079559326171875,1,0,0
