policy,quote_count,mean_lifetime_sec,median_lifetime_sec,quote_fade_end_count,tfi_fade_end_count,cancel_aggressive_end_count,order_cancel_quote_count,quote_fade_suppressed_count
disabled,172,3.5622274248223555,0.4891233444213867,0,0,0,171,907
