scenario,quote_ts,end_ts,end_reason,leg,side,price,quote_lifetime_sec,mid_at_end,mid_after_1s,ret_1s_bps,mid_after_3s,ret_3s_bps,mid_after_5s,ret_5s_bps,tfi,obi,mid_move_bps,directional_ret_1s_bps,directional_ret_3s_bps,directional_ret_5s_bps,exit_success_1s,exit_success_3s,exit_success_5s
logs,1777017777.356769,1777017777.601492,tfi_fade,bid,buy,2302.84,0.24472284317016602,2310.275,2310.575,1.2985467098060928,2310.575,1.2985467098060928,2310.575,1.2985467098060928,-1.0,0.7538742023701003,,-1.2985467098060928,-1.2985467098060928,-1.2985467098060928,fail,fail,fail
logs,1777017777.3577561,1777017777.601492,tfi_fade,ask,sell,2313.23,0.24373579025268555,2310.275,2310.575,1.2985467098060928,2310.575,1.2985467098060928,2310.575,1.2985467098060928,-1.0,0.7538742023701003,,-1.2985467098060928,-1.2985467098060928,-1.2985467098060928,fail,fail,fail
logs,1777017777.6034918,1777017777.8529928,tfi_fade,bid,buy,2302.81,0.24950098991394043,2310.275,2310.575,1.2985467098060928,2310.575,1.2985467098060928,2310.575,1.2985467098060928,-1.0,0.7913694721825961,,-1.2985467098060928,-1.2985467098060928,-1.2985467098060928,fail,fail,fail
logs,1777017777.6034918,1777017777.8529928,tfi_fade,ask,sell,2313.2000000000003,0.24950098991394043,2310.275,2310.575,1.2985467098060928,2310.575,1.2985467098060928,2310.575,1.2985467098060928,-1.0,0.7913694721825961,,-1.2985467098060928,-1.2985467098060928,-1.2985467098060928,fail,fail,fail
logs,1777018065.989623,1777018066.2356172,tfi_fade,bid,buy,2305.84,0.24599409103393555,2309.5950000000003,2309.5950000000003,0.0,2309.2349999999997,-1.5587148396172579,2309.245,-1.51541720518257,0.8253867344776437,-0.7396421525273829,,0.0,-1.5587148396172579,-1.51541720518257,neutral,fail,fail
logs,1777018065.989623,1777018066.2356172,tfi_fade,ask,sell,2316.23,0.24599409103393555,2309.5950000000003,2309.5950000000003,0.0,2309.2349999999997,-1.5587148396172579,2309.245,-1.51541720518257,0.8253867344776437,-0.7396421525273829,,0.0,-1.5587148396172579,-1.51541720518257,neutral,fail,fail
logs,1777018066.2391245,1777018066.4994864,tfi_fade,bid,buy,2305.88,0.260361909866333,2309.5950000000003,2309.5950000000003,0.0,2309.2349999999997,-1.5587148396172579,2309.245,-1.51541720518257,0.8253867344776437,-0.3748219038146188,,0.0,-1.5587148396172579,-1.51541720518257,neutral,fail,fail
logs,1777018066.2391245,1777018066.4994864,tfi_fade,ask,sell,2316.29,0.260361909866333,2309.5950000000003,2309.5950000000003,0.0,2309.2349999999997,-1.5587148396172579,2309.245,-1.51541720518257,0.8253867344776437,-0.3748219038146188,,0.0,-1.5587148396172579,-1.51541720518257,neutral,fail,fail
logs,1777018066.5024848,1777018066.763633,quote_fade,bid,buy,2305.9700000000003,0.26114821434020996,2309.5950000000003,2309.5950000000003,0.0,2309.2349999999997,-1.5587148396172579,2309.245,-1.51541720518257,0.8253867344776437,-0.44517915677630837,-7.5065005862411365,-0.0,1.5587148396172579,1.51541720518257,neutral,success,success
logs,1777018066.5024848,1777018066.763633,quote_fade,ask,sell,2316.36,0.26114821434020996,2309.5950000000003,2309.5950000000003,0.0,2309.2349999999997,-1.5587148396172579,2309.245,-1.51541720518257,0.8253867344776437,-0.44517915677630837,-7.5065005862411365,-0.0,1.5587148396172579,1.51541720518257,neutral,success,success
logs,1777018067.015624,1777018067.2768016,tfi_fade,bid,buy,2305.9700000000003,0.26117753982543945,2309.5950000000003,2309.425,-0.7360597853739411,2309.2349999999997,-1.5587148396172579,2309.245,-1.51541720518257,0.8253867344776437,-0.4043007563399081,,-0.7360597853739411,-1.5587148396172579,-1.51541720518257,fail,fail,fail
logs,1777018067.015624,1777018067.2768016,tfi_fade,ask,sell,2316.36,0.26117753982543945,2309.5950000000003,2309.425,-0.7360597853739411,2309.2349999999997,-1.5587148396172579,2309.245,-1.51541720518257,0.8253867344776437,-0.4043007563399081,,-0.7360597853739411,-1.5587148396172579,-1.51541720518257,fail,fail,fail
logs,1777018944.6044497,1777018944.8523264,quote_fade,bid,buy,2312.79,0.24787664413452148,2317.755,2317.755,0.0,2317.355,-1.7258079477774437,2317.355,-1.7258079477774437,-0.37950845834663205,-0.11876941280875607,3.04266200556711,0.0,-1.7258079477774437,-1.7258079477774437,neutral,fail,fail
logs,1777018944.605451,1777018944.8523264,quote_fade,ask,sell,2321.13,0.24687528610229492,2317.755,2317.755,0.0,2317.355,-1.7258079477774437,2317.355,-1.7258079477774437,-0.37950845834663205,-0.11876941280875607,3.04266200556711,0.0,-1.7258079477774437,-1.7258079477774437,neutral,fail,fail
logs,1777024417.993054,1777024418.2399616,tfi_fade,bid,buy,2304.17,0.24690771102905273,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2308.3450000000003,0.0,0.9629629629629629,0.78770497334503,,0.0,0.0,0.0,neutral,neutral,neutral
logs,1777024418.2439625,1777024418.4911964,tfi_fade,bid,buy,2304.34,0.24723386764526367,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2308.3450000000003,0.0,0.9629629629629629,0.38386123680241324,,0.0,0.0,0.0,neutral,neutral,neutral
logs,1777024418.4941952,1777024418.7527459,tfi_fade,bid,buy,2304.2400000000002,0.25855064392089844,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2308.3450000000003,0.0,0.9629629629629629,0.38868697210135644,,0.0,0.0,0.0,neutral,neutral,neutral
logs,1777024418.7577507,1777024419.01972,tfi_fade,bid,buy,2304.2400000000002,0.26196932792663574,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2308.3450000000003,0.0,0.9629629629629629,0.4235847169433887,,0.0,0.0,0.0,neutral,neutral,neutral
logs,1777024419.0227184,1777024419.28317,tfi_fade,bid,buy,2304.25,0.2604515552520752,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2308.3450000000003,0.0,0.9629629629629629,0.4055895714003555,,0.0,0.0,0.0,neutral,neutral,neutral
logs,1777024419.2861686,1777024419.5504327,tfi_fade,bid,buy,2304.25,0.2642641067504883,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2308.3450000000003,0.0,0.9629629629629629,0.391844318404068,,0.0,0.0,0.0,neutral,neutral,neutral
logs,1777024419.5544343,1777024419.791806,tfi_fade,bid,buy,2304.25,0.23737168312072754,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2308.075,-1.1696691785692197,0.9629629629629629,0.391844318404068,,0.0,0.0,-1.1696691785692197,neutral,neutral,fail
logs,1777024419.7958,1777024420.0487504,quote_fade,bid,buy,2304.25,0.25295042991638184,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2308.075,-1.1696691785692197,0.9629629629629629,0.391844318404068,-9.975548005971637,-0.0,-0.0,1.1696691785692197,neutral,neutral,success
logs,1777024420.3006198,1777024420.5646546,tfi_fade,bid,buy,2304.25,0.2640347480773926,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2307.965,-1.6462010661322684,0.9629629629629629,0.45694022289766967,,0.0,0.0,-1.6462010661322684,neutral,neutral,fail
logs,1777024420.5686557,1777024420.833295,tfi_fade,bid,buy,2304.26,0.26463937759399414,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2307.965,-1.6462010661322684,0.9629629629629629,0.47593737920371093,,0.0,0.0,-1.6462010661322684,neutral,neutral,fail
logs,1777024420.836298,1777024421.091056,tfi_fade,bid,buy,2304.27,0.2547581195831299,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2307.965,-1.6462010661322684,0.9629629629629629,0.5309882747068677,,0.0,0.0,-1.6462010661322684,neutral,neutral,fail
logs,1777024421.0960526,1777024421.340894,tfi_fade,bid,buy,2304.28,0.2448413372039795,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2307.965,-1.6462010661322684,0.9629629629629629,0.5309882747068677,,0.0,0.0,-1.6462010661322684,neutral,neutral,fail
logs,1777024421.3448956,1777024421.5904567,tfi_fade,bid,buy,2304.28,0.2455611228942871,2308.3450000000003,2308.3450000000003,0.0,2308.3450000000003,0.0,2307.965,-1.6462010661322684,0.9629629629629629,0.6033841500796991,,0.0,0.0,-1.6462010661322684,neutral,neutral,fail
logs,1777024421.5954576,1777024421.8468528,tfi_fade,bid,buy,2304.29,0.25139522552490234,2308.3450000000003,2308.3450000000003,0.0,2308.075,-1.1696691785692197,2307.965,-1.6462010661322684,0.9629629629629629,0.5997360171588846,,0.0,-1.1696691785692197,-1.6462010661322684,neutral,fail,fail
18.0bps_active_quote_only,1777122050.5761013,1777122050.8191292,quote_fade,bid,buy,2304.2400000000002,0.243027925491333,2313.205,2313.205,0.0,2313.205,0.0,2313.205,0.0,-1.0,-0.7217030114226376,-13.448055536367091,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122050.5761013,1777122050.8191292,quote_fade,ask,sell,2316.7200000000003,0.243027925491333,2313.205,2313.205,0.0,2313.205,0.0,2313.205,0.0,-1.0,-0.7217030114226376,-13.448055536367091,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122056.0710707,1777122056.3312657,quote_fade,bid,buy,2304.58,0.2601950168609619,2313.205,2313.205,0.0,2313.205,0.0,2313.205,0.0,-1.0,0.7278254446275355,-7.84010505308833,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122056.0710707,1777122056.3312657,quote_fade,ask,sell,2317.06,0.2601950168609619,2313.205,2313.205,0.0,2313.205,0.0,2313.205,0.0,-1.0,0.7278254446275355,-7.84010505308833,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122056.8221767,1777122057.0706353,quote_fade,bid,buy,2304.58,0.2484586238861084,2313.205,2313.205,0.0,2313.205,0.0,2313.385,0.7781411504829492,-1.0,0.7120622568093385,3.02702048211709,0.0,0.0,0.7781411504829492,neutral,neutral,success
18.0bps_active_quote_only,1777122056.8221767,1777122057.0706353,quote_fade,ask,sell,2317.06,0.2484586238861084,2313.205,2313.205,0.0,2313.205,0.0,2313.385,0.7781411504829492,-1.0,0.7120622568093385,3.02702048211709,0.0,0.0,0.7781411504829492,neutral,neutral,success
18.0bps_active_quote_only,1777122057.3442957,1777122057.567568,quote_fade,bid,buy,2304.57,0.22327232360839844,2313.205,2313.205,0.0,2313.205,0.0,2313.385,0.7781411504829492,-1.0,0.6763124199743918,7.52769347578173,0.0,0.0,0.7781411504829492,neutral,neutral,success
18.0bps_active_quote_only,1777122057.3442957,1777122057.567568,quote_fade,ask,sell,2317.05,0.22327232360839844,2313.205,2313.205,0.0,2313.205,0.0,2313.385,0.7781411504829492,-1.0,0.6763124199743918,7.52769347578173,0.0,0.0,0.7781411504829492,neutral,neutral,success
18.0bps_active_quote_only,1777122058.0720358,1777122058.3244188,quote_fade,bid,buy,2304.58,0.2523829936981201,2313.205,2313.205,0.0,2313.205,0.0,2313.385,0.7781411504829492,0.33333333333333337,0.6372640493791716,15.630446030579701,0.0,0.0,0.7781411504829492,neutral,neutral,success
18.0bps_active_quote_only,1777122058.0730345,1777122058.3244188,quote_fade,ask,sell,2317.06,0.25138425827026367,2313.205,2313.205,0.0,2313.205,0.0,2313.385,0.7781411504829492,0.33333333333333337,0.6372640493791716,15.630446030579701,0.0,0.0,0.7781411504829492,neutral,neutral,success
18.0bps_active_quote_only,1777122059.8208718,1777122060.0712123,quote_fade,bid,buy,2304.63,0.25034046173095703,2313.205,2313.205,0.0,2313.385,0.7781411504829492,2313.385,0.7781411504829492,-0.6666666666666666,0.6420112048790865,-9.695739489083724,-0.0,-0.7781411504829492,-0.7781411504829492,neutral,fail,fail
18.0bps_active_quote_only,1777122059.8208718,1777122060.0712123,quote_fade,ask,sell,2317.11,0.25034046173095703,2313.205,2313.205,0.0,2313.385,0.7781411504829492,2313.385,0.7781411504829492,-0.6666666666666666,0.6420112048790865,-9.695739489083724,-0.0,-0.7781411504829492,-0.7781411504829492,neutral,fail,fail
18.0bps_active_quote_only,1777122060.3266945,1777122060.573255,quote_fade,bid,buy,2304.65,0.24656057357788086,2313.205,2313.385,0.7781411504829492,2313.385,0.7781411504829492,2313.385,0.7781411504829492,-0.6666666666666666,0.7517321688500729,14.958328823465427,0.7781411504829492,0.7781411504829492,0.7781411504829492,success,success,success
18.0bps_active_quote_only,1777122060.3266945,1777122060.573255,quote_fade,ask,sell,2317.15,0.24656057357788086,2313.205,2313.385,0.7781411504829492,2313.385,0.7781411504829492,2313.385,0.7781411504829492,-0.6666666666666666,0.7517321688500729,14.958328823465427,0.7781411504829492,0.7781411504829492,0.7781411504829492,success,success,success
18.0bps_active_quote_only,1777122062.3340757,1777122062.572032,quote_fade,bid,buy,2309.4,0.23795628547668457,2313.385,2313.385,0.0,2313.385,0.0,2313.535,0.6484005040217525,0.8461538461538461,0.993303745230865,5.730820134426757,0.0,0.0,0.6484005040217525,neutral,neutral,success
18.0bps_active_quote_only,1777122062.3340757,1777122062.572032,quote_fade,ask,sell,2321.9,0.23795628547668457,2313.385,2313.385,0.0,2313.385,0.0,2313.535,0.6484005040217525,0.8461538461538461,0.993303745230865,5.730820134426757,0.0,0.0,0.6484005040217525,neutral,neutral,success
18.0bps_active_quote_only,1777122063.073736,1777122063.3217947,quote_fade,bid,buy,2309.4,0.24805879592895508,2313.385,2313.385,0.0,2313.385,0.0,2313.535,0.6484005040217525,0.8461538461538461,0.993303745230865,4.129854741548618,0.0,0.0,0.6484005040217525,neutral,neutral,success
18.0bps_active_quote_only,1777122063.073736,1777122063.3217947,quote_fade,ask,sell,2321.9,0.24805879592895508,2313.385,2313.385,0.0,2313.385,0.0,2313.535,0.6484005040217525,0.8461538461538461,0.993303745230865,4.129854741548618,0.0,0.0,0.6484005040217525,neutral,neutral,success
18.0bps_active_quote_only,1777122066.3279116,1777122066.5700805,quote_fade,bid,buy,2309.44,0.24216890335083008,2313.385,2313.535,0.6484005040217525,2313.535,0.6484005040217525,2313.535,0.6484005040217525,1.0,0.9968982123908253,4.454333352794879,0.6484005040217525,0.6484005040217525,0.6484005040217525,success,success,success
18.0bps_active_quote_only,1777122066.3279116,1777122066.5700805,quote_fade,ask,sell,2321.94,0.24216890335083008,2313.385,2313.535,0.6484005040217525,2313.535,0.6484005040217525,2313.535,0.6484005040217525,1.0,0.9968982123908253,4.454333352794879,0.6484005040217525,0.6484005040217525,0.6484005040217525,success,success,success
18.0bps_active_quote_only,1777122067.3465466,1777122067.6206286,quote_fade,bid,buy,2309.4,0.2740819454193115,2313.535,2313.535,0.0,2313.535,0.0,2313.535,0.0,1.0,0.25767495998836043,-3.5431038021399646,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122067.3465466,1777122067.6206286,quote_fade,ask,sell,2321.92,0.2740819454193115,2313.535,2313.535,0.0,2313.535,0.0,2313.535,0.0,1.0,0.25767495998836043,-3.5431038021399646,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122068.8745303,1777122069.1246731,quote_fade,bid,buy,2309.3,0.25014281272888184,2313.535,2313.535,0.0,2313.535,0.0,2313.4449999999997,-0.3890150786573167,0.5271867612293144,0.246708502522456,-13.661673932749013,-0.0,-0.0,0.3890150786573167,neutral,neutral,success
18.0bps_active_quote_only,1777122068.8745303,1777122069.1246731,quote_fade,ask,sell,2317.63,0.25014281272888184,2313.535,2313.535,0.0,2313.535,0.0,2313.4449999999997,-0.3890150786573167,0.5271867612293144,0.246708502522456,-13.661673932749013,-0.0,-0.0,0.3890150786573167,neutral,neutral,success
18.0bps_active_quote_only,1777122069.371536,1777122069.6270146,quote_fade,bid,buy,2309.28,0.2554786205291748,2313.535,2313.535,0.0,2313.535,0.0,2313.4449999999997,-0.3890150786573167,0.5271867612293144,0.16693055869712733,5.341002465076644,0.0,0.0,-0.3890150786573167,neutral,neutral,fail
18.0bps_active_quote_only,1777122069.371536,1777122069.6270146,quote_fade,ask,sell,2317.61,0.2554786205291748,2313.535,2313.535,0.0,2313.535,0.0,2313.4449999999997,-0.3890150786573167,0.5271867612293144,0.16693055869712733,5.341002465076644,0.0,0.0,-0.3890150786573167,neutral,neutral,fail
18.0bps_active_quote_only,1777122070.8655217,1777122071.1270182,quote_fade,bid,buy,2309.28,0.26149654388427734,2313.535,2313.535,0.0,2313.4449999999997,-0.3890150786573167,2313.4449999999997,-0.3890150786573167,0.5271867612293144,0.1720444432602383,-9.047213933142404,-0.0,0.3890150786573167,0.3890150786573167,neutral,success,success
18.0bps_active_quote_only,1777122070.8655217,1777122071.1270182,quote_fade,ask,sell,2317.61,0.26149654388427734,2313.535,2313.535,0.0,2313.4449999999997,-0.3890150786573167,2313.4449999999997,-0.3890150786573167,0.5271867612293144,0.1720444432602383,-9.047213933142404,-0.0,0.3890150786573167,0.3890150786573167,neutral,success,success
18.0bps_active_quote_only,1777122072.371405,1777122072.6299753,quote_fade,bid,buy,2309.28,0.25857043266296387,2313.535,2313.4449999999997,-0.3890150786573167,2313.4449999999997,-0.3890150786573167,2313.105,-1.8586275980256894,-1.0,-0.9908820363452162,-10.362985144229398,0.3890150786573167,0.3890150786573167,1.8586275980256894,success,success,success
18.0bps_active_quote_only,1777122072.371405,1777122072.6299753,quote_fade,ask,sell,2317.61,0.25857043266296387,2313.535,2313.4449999999997,-0.3890150786573167,2313.4449999999997,-0.3890150786573167,2313.105,-1.8586275980256894,-1.0,-0.9908820363452162,-10.362985144229398,0.3890150786573167,0.3890150786573167,1.8586275980256894,success,success,success
18.0bps_active_quote_only,1777122073.372129,1777122073.625391,quote_fade,bid,buy,2308.82,0.2532620429992676,2313.4449999999997,2313.4449999999997,0.0,2313.4449999999997,0.0,2313.105,-1.4696696917354457,-0.3548387096774194,-0.5634787897217576,3.069958296128098,0.0,0.0,-1.4696696917354457,neutral,neutral,fail
18.0bps_active_quote_only,1777122073.372129,1777122073.625391,quote_fade,ask,sell,2317.15,0.2532620429992676,2313.4449999999997,2313.4449999999997,0.0,2313.4449999999997,0.0,2313.105,-1.4696696917354457,-0.3548387096774194,-0.5634787897217576,3.069958296128098,0.0,0.0,-1.4696696917354457,neutral,neutral,fail
18.0bps_active_quote_only,1777122073.8711205,1777122074.1276743,quote_fade,bid,buy,2308.82,0.25655388832092285,2313.4449999999997,2313.4449999999997,0.0,2313.225,-0.9509627417111707,2313.105,-1.4696696917354457,-0.3548387096774194,-0.5628847176837146,10.406570202158964,0.0,-0.9509627417111707,-1.4696696917354457,neutral,fail,fail
18.0bps_active_quote_only,1777122073.8711205,1777122074.1276743,quote_fade,ask,sell,2317.15,0.25655388832092285,2313.4449999999997,2313.4449999999997,0.0,2313.225,-0.9509627417111707,2313.105,-1.4696696917354457,-0.3548387096774194,-0.5628847176837146,10.406570202158964,0.0,-0.9509627417111707,-1.4696696917354457,neutral,fail,fail
18.0bps_active_quote_only,1777122074.871179,1777122075.1166823,quote_fade,bid,buy,2308.82,0.24550318717956543,2313.4449999999997,2313.4449999999997,0.0,2313.105,-1.4696696917354457,2313.105,-1.4696696917354457,0.9980970504281638,-0.5640422139549011,-13.20955491138763,-0.0,1.4696696917354457,1.4696696917354457,neutral,success,success
18.0bps_active_quote_only,1777122074.8721797,1777122075.1166823,quote_fade,ask,sell,2317.15,0.24450254440307617,2313.4449999999997,2313.4449999999997,0.0,2313.105,-1.4696696917354457,2313.105,-1.4696696917354457,0.9980970504281638,-0.5640422139549011,-13.20955491138763,-0.0,1.4696696917354457,1.4696696917354457,neutral,success,success
18.0bps_active_quote_only,1777122078.3724294,1777122078.6279774,quote_fade,bid,buy,2308.88,0.25554800033569336,2313.105,2313.105,0.0,2313.105,0.0,2313.105,0.0,0.9429517850570484,-0.12837270920733063,-15.129866485941333,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122078.373429,1777122078.6279774,quote_fade,ask,sell,2321.38,0.2545483112335205,2313.105,2313.105,0.0,2313.105,0.0,2313.105,0.0,0.9429517850570484,-0.12837270920733063,-15.129866485941333,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122080.3830295,1777122080.6320555,quote_fade,bid,buy,2309.11,0.24902606010437012,2313.105,2313.105,0.0,2313.105,0.0,2313.385,1.2104941193772012,0.9442482809886638,0.8620234362105959,-12.694053872010494,-0.0,-0.0,-1.2104941193772012,neutral,neutral,fail
18.0bps_active_quote_only,1777122080.3830295,1777122080.6320555,quote_fade,ask,sell,2321.61,0.24902606010437012,2313.105,2313.105,0.0,2313.105,0.0,2313.385,1.2104941193772012,0.9442482809886638,0.8620234362105959,-12.694053872010494,-0.0,-0.0,-1.2104941193772012,neutral,neutral,fail
18.0bps_active_quote_only,1777122082.142016,1777122082.4037924,quote_fade,bid,buy,2309.11,0.2617764472961426,2313.105,2313.105,0.0,2313.385,1.2104941193772012,2313.385,1.2104941193772012,0.9442482809886638,0.9315723270440252,6.835314348752132,0.0,1.2104941193772012,1.2104941193772012,neutral,success,success
18.0bps_active_quote_only,1777122082.142016,1777122082.4037924,quote_fade,ask,sell,2321.61,0.2617764472961426,2313.105,2313.105,0.0,2313.385,1.2104941193772012,2313.385,1.2104941193772012,0.9442482809886638,0.9315723270440252,6.835314348752132,0.0,1.2104941193772012,1.2104941193772012,neutral,success,success
18.0bps_active_quote_only,1777122083.4273171,1777122083.6668353,quote_fade,bid,buy,2309.15,0.2395181655883789,2313.105,2313.385,1.2104941193772012,2313.385,1.2104941193772012,2313.385,1.2104941193772012,1.0,0.9520153550863724,5.212163155845526,1.2104941193772012,1.2104941193772012,1.2104941193772012,success,success,success
18.0bps_active_quote_only,1777122083.4273171,1777122083.6668353,quote_fade,ask,sell,2321.65,0.2395181655883789,2313.105,2313.385,1.2104941193772012,2313.385,1.2104941193772012,2313.385,1.2104941193772012,1.0,0.9520153550863724,5.212163155845526,1.2104941193772012,1.2104941193772012,1.2104941193772012,success,success,success
18.0bps_active_quote_only,1777122090.3364751,1777122090.5666466,quote_fade,bid,buy,2309.36,0.23017144203186035,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.6766277335984094,3.870287006648404,0.0,0.0,0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122090.3364751,1777122090.5666466,quote_fade,ask,sell,2321.86,0.23017144203186035,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.6766277335984094,3.870287006648404,0.0,0.0,0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122091.073221,1777122091.3163688,quote_fade,bid,buy,2309.35,0.2431478500366211,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.6341035185055132,8.717773441726454,0.0,0.0,0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122091.073221,1777122091.3163688,quote_fade,ask,sell,2321.85,0.2431478500366211,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.6341035185055132,8.717773441726454,0.0,0.0,0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122092.3422387,1777122092.5687737,quote_fade,bid,buy,2309.23,0.22653508186340332,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.11617647058823545,-13.037443797606755,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122092.3422387,1777122092.5687737,quote_fade,ask,sell,2321.73,0.22653508186340332,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.11617647058823545,-13.037443797606755,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122093.3377748,1777122093.5675151,quote_fade,bid,buy,2309.23,0.22974038124084473,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.11617647058823545,-11.20475997201962,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122093.3377748,1777122093.5675151,quote_fade,ask,sell,2321.73,0.22974038124084473,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.11617647058823545,-11.20475997201962,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122094.8390725,1777122095.067581,quote_fade,bid,buy,2309.23,0.22850847244262695,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.11581182620058814,5.795734944605947,0.0,0.0,0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122094.8390725,1777122095.067581,quote_fade,ask,sell,2321.73,0.22850847244262695,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.11581182620058814,5.795734944605947,0.0,0.0,0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122096.3707592,1777122096.628153,quote_fade,bid,buy,2309.23,0.25739383697509766,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.1228733459357279,-15.235776884347269,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122096.371758,1777122096.628153,quote_fade,ask,sell,2321.73,0.2563951015472412,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.1228733459357279,-15.235776884347269,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122099.6198144,1777122099.8673613,quote_fade,bid,buy,2309.2400000000002,0.24754691123962402,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.1247221536181774,12.37813916750577,0.0,0.0,0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122099.6198144,1777122099.8673613,quote_fade,ask,sell,2321.7400000000002,0.24754691123962402,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.1247221536181774,12.37813916750577,0.0,0.0,0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122100.121838,1777122100.367875,quote_fade,bid,buy,2309.25,0.24603700637817383,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.12713472485768515,-13.942756996736893,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122100.121838,1777122100.367875,quote_fade,ask,sell,2321.75,0.24603700637817383,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,0.12713472485768515,-13.942756996736893,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122102.6287627,1777122102.8672993,quote_fade,bid,buy,2309.17,0.23853659629821777,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,-0.1047300824892972,-4.277612746420877,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122102.6287627,1777122102.8672993,quote_fade,ask,sell,2321.67,0.23853659629821777,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,-0.1047300824892972,-4.277612746420877,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122103.8721592,1777122104.1287508,quote_fade,bid,buy,2309.2000000000003,0.2565915584564209,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,-0.03300362354323765,-14.266043363591315,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122103.8721592,1777122104.1287508,quote_fade,ask,sell,2321.7000000000003,0.2565915584564209,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,-0.03300362354323765,-14.266043363591315,-0.0,-0.0,-0.0,neutral,neutral,neutral
18.0bps_active_quote_only,1777122104.3691244,1777122104.6267085,quote_fade,bid,buy,2309.2000000000003,0.2575840950012207,2313.385,2313.385,0.0,2313.385,0.0,2313.385,0.0,1.0,-0.116719892860822,-9.889125201075121,-0.0,-0.0,-0.0,neutral,neutral,neutral
