final_block_reason,count,ratio,mean_expected_edge_bps,median_expected_edge_bps,edge_pass_count,edge_pass_ratio,has_active_quote_count,quote_fade_count,cancel_aggressive_count,tfi_fade_count
cancel_aggressive,2127,0.10260987023011241,6.146426892336744,6.020000000000003,2127,1.0,664,0,2127,0
none,13525,0.6524675575281007,6.634292791127836,6.68,13525,1.0,7693,0,6739,4534
quote_fade,5077,0.24492257224178687,6.522032696474308,6.670000000000002,5077,1.0,2257,5077,0,0
